vid,score,lengh,w,h
i0980a3c6r1,0,121.0,864.0,470.0
a3151b5i18n,0,3458.0,648.0,486.0
q09762yrjzg,0,325.0,486.0,850.0
u3079w8feak,0,748.0,640.0,486.0
u3213ahx35v,0,1508.0,864.0,486.0
i3116vhlncx,0,366.0,778.0,486.0
l09752uj262,0,281.0,864.0,486.0
z3132rojas9,0,338.0,486.0,864.0
c3118dzxwtt,0,193.0,864.0,486.0
f31403d2j7n,0,363.0,864.0,486.0
n3211m6vh7b,0,3817.0,864.0,486.0
w3144dfpj01,0,2205.0,864.0,486.0
d3128pnvvbw,0,1366.0,864.0,486.0
s3118204384,0,1954.0,688.0,486.0
h0975uesk3r,0,193.0,864.0,486.0
y31244fd7hg,0,554.0,864.0,486.0
a097560oerf,0,149.0,486.0,864.0
d30811bl8sr,0,159.0,864.0,484.0
u3111ui2vkj,0,283.0,540.0,960.0
w3078n2j5k5,0,168.0,864.0,484.0
b3079sf84lf,0,4865.0,864.0,486.0
l0978nzk1n1,0,935.0,864.0,486.0
n311039b1k6,0,561.0,864.0,398.0
k3114vt8y5a,0,900.0,864.0,486.0
p313049f8do,0,376.0,864.0,486.0
k09745k83bn,0,214.0,486.0,864.0
b3130j8o5j6,0,2383.0,648.0,486.0
l0973ss9f9s,0,596.0,864.0,486.0
f3114mt5vq1,0,275.0,864.0,486.0
t3112282ayy,0,275.0,864.0,484.0
l3102kv9rwv,0,248.0,864.0,486.0
l3102hlg5uh,0,6554.0,864.0,486.0
l0975hhhl0z,0,157.0,486.0,864.0
v3110pk43dv,0,2877.0,864.0,486.0
u3079kk11p4,0,167.0,864.0,484.0
j31276xvpw9,0,1484.0,864.0,486.0
h3103x5ts1y,0,285.0,864.0,486.0
a3106bcdy4z,0,326.0,486.0,864.0
c3078nttcw3,0,284.0,864.0,486.0
j0980h7yqs2,0,180.0,864.0,484.0
g3078dvhj47,0,748.0,864.0,486.0
h31083jbc00,0,963.0,648.0,486.0
j3130qmk8p2,0,7981.0,864.0,486.0
f3116b70041,0,470.0,486.0,486.0
k3080ju5dgb,0,4366.0,858.0,486.0
r0976y54ute,0,200.0,486.0,864.0
u0974oqqjlo,0,177.0,486.0,864.0
t3079ig08dk,0,4477.0,634.0,486.0
t3104l9z8dh,0,342.0,864.0,486.0
s3134p6er71,0,341.0,486.0,858.0
r3080cs1q57,0,327.0,540.0,960.0
u3102rmfbu6,0,255.0,864.0,486.0
s30795bu91r,0,276.0,864.0,486.0
s3116l5dv4r,0,7086.0,864.0,486.0
j3111xac0k8,0,445.0,864.0,486.0
x0975zbpt08,0,772.0,442.0,960.0
p3123sx7z5w,0,2071.0,864.0,486.0
b3110pvdv72,0,1263.0,864.0,486.0
p3078cesofn,0,268.0,864.0,486.0
v3108awhnmt,0,1380.0,486.0,858.0
s3146wvgowl,0,647.0,864.0,486.0
l09753guh6b,0,12475.0,864.0,486.0
f0976s9ph3c,0,201.0,540.0,960.0
s3125fleapt,0,821.0,864.0,486.0
e31373h6ojs,0,331.0,864.0,486.0
t3106odckt8,0,3403.0,864.0,472.0
w3102onuu8f,0,895.0,864.0,486.0
f3078oiqa3u,0,257.0,864.0,486.0
m09783kteej,0,210.0,486.0,856.0
o3108adztz0,0,4303.0,864.0,486.0
m3112lp6pj6,0,264.0,864.0,486.0
l0977q77xqw,0,164.0,486.0,864.0
f3144bk55h0,0,313.0,864.0,484.0
w3151hpre7f,0,392.0,864.0,484.0
h3116u52si1,0,303.0,540.0,950.0
r3124f0faj2,0,373.0,864.0,486.0
x31189bipzu,0,6719.0,652.0,486.0
w3116vlg0bh,0,340.0,864.0,486.0
q3112pqsj7x,0,338.0,864.0,484.0
g0975r3mdb9,0,238.0,486.0,864.0
p3134ofz83h,0,639.0,540.0,960.0
a30802ty9q5,0,6210.0,648.0,486.0
u3100xfdjz7,0,3571.0,810.0,486.0
m3137iuagfb,0,863.0,864.0,486.0
n0978zg06mp,0,314.0,864.0,486.0
x3141tcvz96,0,5674.0,864.0,486.0
q3124p2cqql,0,1203.0,648.0,486.0
b3109ca1q1p,0,253.0,486.0,856.0
g3113qqmulj,0,2425.0,864.0,486.0
w3109xw7bnc,0,208.0,480.0,864.0
r3154bdh201,0,13793.0,648.0,486.0
p31188l9zyy,0,248.0,864.0,486.0
i3115t54y0c,0,343.0,864.0,486.0
q0978eje33w,0,426.0,864.0,486.0
c09804slhix,0,1138.0,864.0,486.0
n310561kond,0,248.0,486.0,858.0
w0976qb544c,0,162.0,486.0,864.0
p3106vv50gv,0,212.0,864.0,486.0
u0978ohl9u0,0,4826.0,858.0,486.0
o3164v9se4e,0,1623.0,864.0,368.0
z31101fmn63,0,423.0,486.0,864.0
z0976fsaj3r,0,227.0,486.0,864.0
b3141wluz26,0,565.0,864.0,486.0
m0975s1rqr7,0,263.0,864.0,486.0
i3111aoh7bn,0,1947.0,864.0,486.0
u314706jsgz,0,748.0,864.0,486.0
u0980bezzds,0,161.0,864.0,484.0
g0976isynkd,0,245.0,864.0,486.0
l32053r6gh4,0,1433.0,648.0,486.0
n3164uck4ku,0,2253.0,864.0,486.0
a32110mt8rc,0,3176.0,864.0,486.0
m3163zhg735,0,803.0,694.0,486.0
m3102pcypf6,0,3695.0,860.0,486.0
h3155v91mhx,0,8486.0,648.0,486.0
k3210hlxpfx,0,5968.0,864.0,486.0
c0975kfahvc,0,299.0,486.0,864.0
j3201t7j5rj,0,3207.0,864.0,486.0
t3112zfvt65,0,254.0,486.0,864.0
e31298ijhbh,0,3532.0,864.0,486.0
u3124ue6qe4,0,526.0,648.0,486.0
q3150ptmwvw,0,1859.0,864.0,486.0
z3123xwjega,0,254.0,864.0,482.0
h3131ofe4nu,0,1147.0,864.0,486.0
c3102hl1hf8,0,1805.0,864.0,486.0
z3202kcj9od,0,2057.0,960.0,720.0
j3118c07acl,0,1837.0,864.0,486.0
s3124e5mnxb,0,415.0,742.0,486.0
n30820xqr1t,0,5316.0,486.0,846.0
k3126m49wpa,0,407.0,864.0,486.0
g31404x5swa,0,1504.0,864.0,486.0
m09759kza46,0,283.0,486.0,864.0
u3206xss0gc,0,2988.0,858.0,486.0
l32044ndfk5,0,4017.0,960.0,720.0
c31384r6rwd,0,639.0,648.0,486.0
t0938479z9z,0,1239.0,864.0,486.0
x0978tsk5l0,0,583.0,606.0,486.0
w3205mc2ez3,0,7551.0,864.0,486.0
s3154g9xxb0,0,3099.0,864.0,486.0
b31009ymm3c,0,1813.0,864.0,486.0
d3136615bu8,0,477.0,778.0,486.0
v3125cp4zq1,0,1468.0,864.0,486.0
b3210arr05a,0,691.0,864.0,486.0
y09793z5wyc,0,249.0,864.0,486.0
o3208nrwk00,0,937.0,864.0,486.0
i0976agaun7,0,5963.0,726.0,486.0
x0976c2817t,0,166.0,486.0,864.0
l31575dkn8g,0,1600.0,864.0,486.0
u31604euvs6,0,618.0,864.0,486.0
b3211hxtdp5,0,4105.0,864.0,486.0
a31391hx8hu,0,1126.0,598.0,486.0
m3107yvefc3,0,237.0,864.0,486.0
e31042ngpkf,0,4496.0,864.0,486.0
o3111mbf3u6,0,1084.0,864.0,486.0
g3163idioie,0,3705.0,648.0,486.0
t0977zpvj4s,0,350.0,486.0,858.0
a31509j3z2g,0,1768.0,864.0,486.0
a3146dy2mmj,0,1677.0,864.0,486.0
e3103jnm1kn,0,1046.0,486.0,864.0
k3211o2wznp,0,3572.0,864.0,486.0
c3145tnrtqs,0,1506.0,864.0,486.0
u3164xl1pgo,0,1308.0,720.0,540.0
b0975y74nbr,0,123.0,486.0,850.0
m3165z7vkyi,0,5783.0,648.0,486.0
b3139ejn3a8,0,430.0,864.0,486.0
v0976j5xf28,0,447.0,486.0,788.0
m3082t96akk,0,351.0,864.0,486.0
u0978qoo5x2,0,194.0,486.0,864.0
x3155jvdrg8,0,7060.0,648.0,486.0
y3232kd4ewx,0,1098.0,540.0,960.0
a32325fqfqt,0,8838.0,864.0,486.0
i3232isd7ot,0,3585.0,666.0,486.0
n3232yc36at,0,6209.0,864.0,446.0
l3232b1joww,0,4925.0,864.0,486.0
d3232z553th,0,399.0,486.0,864.0
l3232bfg5w6,0,1500.0,486.0,864.0
d3232nwygkx,0,2128.0,864.0,486.0
u3232jdwsp0,0,1364.0,486.0,864.0
m32329v7k27,0,7848.0,864.0,432.0
f3231g1y69j,0,1071.0,486.0,864.0
l3232etked5,0,3179.0,486.0,864.0
u3232x6chqf,0,1267.0,486.0,864.0
g32323wvl2f,0,1802.0,486.0,834.0
q3232y6ovjb,0,1776.0,864.0,486.0
i3232b8euyb,0,1119.0,864.0,486.0
y3232dbu3iv,0,800.0,486.0,864.0
h3232op5ygv,0,2048.0,864.0,486.0
y3232z8ejye,0,345.0,486.0,864.0
r32323nghca,0,360.0,486.0,864.0
u32323bsfag,0,874.0,486.0,864.0
f3232chkdoq,0,1537.0,864.0,486.0
h32328qz9mu,0,1763.0,586.0,486.0
b32327mffsf,0,1545.0,864.0,486.0
g32322fo4i2,0,2712.0,864.0,486.0
u323204t0f5,0,910.0,864.0,486.0
i3232z1hdfo,0,1363.0,864.0,486.0
t3232gk8paw,0,1053.0,864.0,486.0
e3226u58wg7,0,2482.0,864.0,486.0
h3227ual7mp,0,2292.0,864.0,486.0
a3226fzqxxb,0,2107.0,864.0,486.0
q3228l5jqic,0,248.0,486.0,864.0
j3225nt5wyw,0,580.0,864.0,486.0
i3229p938nz,0,1968.0,864.0,486.0
r32251zzu1p,0,405.0,858.0,486.0
p32278avelr,0,4507.0,864.0,486.0
p3231evun35,0,6022.0,864.0,486.0
i3231zzlrp4,0,1420.0,864.0,486.0
t3230ovqzzi,0,6772.0,796.0,486.0
m32286xfkcf,0,356.0,864.0,486.0
w3226ypbi76,0,599.0,864.0,486.0
c3225l12zr6,0,619.0,864.0,486.0
f3227icrpp0,0,5712.0,846.0,486.0
q3228uygn1m,0,712.0,864.0,388.0
c3227qvkfk1,0,245.0,486.0,864.0
d3230aw1l3b,0,4382.0,648.0,486.0
x3225gfybt9,0,1157.0,864.0,486.0
c3226tupbef,0,3075.0,864.0,486.0
n3230q7ubmm,0,4986.0,846.0,486.0
l3227hikcvr,0,5860.0,864.0,486.0
i3227au9h33,0,5085.0,846.0,486.0
o3230nt9ok3,0,815.0,864.0,486.0
d0036463u5u,0,1219.0,864.0,486.0
d32305e7ljc,0,873.0,864.0,486.0
u32316m0g4u,0,737.0,486.0,864.0
r322616grki,0,641.0,864.0,486.0
m3225mfyhis,0,385.0,864.0,486.0
j3230n75dyo,0,5497.0,864.0,486.0
a3226w8mpj8,0,1577.0,864.0,486.0
y3230t69tgs,0,263.0,864.0,486.0
n3226f2y3cj,0,1010.0,864.0,486.0
t32316455zl,0,473.0,864.0,486.0
m0036s9x4jf,0,1481.0,864.0,486.0
k32266nrk69,0,424.0,486.0,864.0
n32268vmgnf,0,2282.0,864.0,486.0
s3228pu3uqb,0,1357.0,864.0,486.0
o32291evvma,0,2862.0,864.0,486.0
s3227wjzdw8,0,401.0,864.0,486.0
i3228p7bhkl,0,457.0,648.0,486.0
x322664vbjq,0,1294.0,864.0,486.0
p3228jw2dc3,0,385.0,486.0,864.0
x3228ofehia,0,199.0,486.0,864.0
a32276vic13,0,1621.0,864.0,486.0
k3228ai7g5p,0,732.0,864.0,486.0
v3230329hrx,0,33734.0,864.0,486.0
z003620f539,0,12196.0,864.0,486.0
w3226jp6r4i,0,2657.0,864.0,486.0
t3228553fll,0,250.0,486.0,490.0
f32297ex8pp,0,1077.0,486.0,648.0
u3231oy9x6t,0,258.0,486.0,864.0
m3226exy9ab,0,3743.0,864.0,486.0
c3228fimgl0,0,851.0,864.0,486.0
u3228wvwkng,0,342.0,540.0,960.0
j3225lcxvgg,0,1905.0,864.0,486.0
w3228h5qecc,0,2338.0,864.0,480.0
n3228m5c3wj,0,7288.0,648.0,486.0
y323051z6p6,0,3848.0,864.0,486.0
w32274zov2h,0,6467.0,820.0,486.0
y3229vzyfag,0,260.0,864.0,432.0
t3227wfabcg,0,438.0,648.0,486.0
x0036q3svi3,0,13372.0,486.0,486.0
a3226ma66sw,0,1361.0,864.0,486.0
d3228fmtv3q,0,832.0,486.0,864.0
y00352rashp,0,8369.0,864.0,486.0
n0036by4o29,0,12196.0,864.0,486.0
s3226j1eb2p,0,997.0,864.0,486.0
h3230w4sll2,0,2097.0,864.0,486.0
f3228hyf8nj,0,625.0,486.0,864.0
k3225knulol,0,235.0,486.0,858.0
k3231xcgt0z,0,270.0,486.0,864.0
z3230l4opva,0,5027.0,706.0,486.0
a3229y4ymar,0,810.0,486.0,864.0
t32279atz6f,0,214.0,486.0,864.0
b3227s9rht0,0,406.0,486.0,864.0
t32297dwct3,0,267.0,486.0,864.0
s3231msti35,0,666.0,864.0,486.0
j3230lxdq3y,0,889.0,864.0,486.0
j3229u5e468,0,3600.0,590.0,486.0
s32253gjsmm,0,423.0,864.0,486.0
d0036gif8qf,0,1724.0,864.0,486.0
n0036f8cc1t,0,820.0,864.0,486.0
y32317ohzfe,0,1543.0,486.0,486.0
s3227tzn68q,0,1605.0,864.0,486.0
r3226ezhkz6,0,790.0,864.0,478.0
b0036iuf3mt,0,3890.0,864.0,486.0
i32273df73d,0,169.0,540.0,960.0
y3229rl0kvb,0,1451.0,864.0,486.0
t3230gm97gp,0,285.0,474.0,864.0
d3229coln4j,0,786.0,864.0,486.0
j3230ie941k,0,1347.0,864.0,486.0
l3225lm6u70,0,66933.0,864.0,486.0
y32317apgns,0,7463.0,864.0,486.0
m3225bjtkn3,0,813.0,864.0,486.0
k3229oya8zn,0,8292.0,864.0,486.0
x3226d8jvo3,0,1744.0,864.0,486.0
m32299ufdxz,0,514.0,486.0,846.0
c322989xj4h,0,290.0,486.0,864.0
s32302cbtiq,0,251.0,864.0,486.0
x3225ud2tw7,0,159.0,486.0,858.0
l3228jjji6r,0,755.0,648.0,486.0
r3231zmfbid,0,1430.0,540.0,960.0
v32253say90,0,775.0,864.0,486.0
k3226jelx4e,0,18329.0,864.0,486.0
b3226dnzzgu,0,1412.0,864.0,486.0
u3226ft6kxa,0,2941.0,864.0,486.0
j00369bcxpm,0,4242.0,864.0,486.0
q3231418jq9,0,4639.0,662.0,486.0
f3226ijns0v,0,1256.0,486.0,864.0
y3228470btk,0,223.0,540.0,960.0
u3226nh6yrh,0,3459.0,864.0,486.0
e3229pb9154,0,25665.0,864.0,486.0
k3228pzfqym,0,248.0,540.0,952.0
t3229o4nf9k,0,1952.0,864.0,486.0
a3228ejfyni,0,2048.0,864.0,486.0
k3229td7msi,0,653.0,864.0,486.0
x3231fiw785,0,7068.0,864.0,486.0
x3229etn26i,0,1231.0,864.0,486.0
v3225yn0b6t,0,775.0,864.0,486.0
f32278tnscy,0,2482.0,864.0,486.0
z3227ldqlht,0,2414.0,864.0,486.0
j3227vk5z2m,0,8434.0,864.0,486.0
b3226x26tbv,0,2708.0,864.0,486.0
p3228go3ds2,0,665.0,486.0,864.0
g3230j04cza,0,11619.0,864.0,486.0
y3230cdkktq,0,6964.0,864.0,486.0
k3231c9psli,0,341.0,486.0,858.0
w3229y9yffq,0,1968.0,864.0,486.0
n3231mhtp8d,0,41198.0,864.0,486.0
u3230gs47tj,0,13825.0,864.0,486.0
y32296vmxuv,0,584.0,540.0,960.0
x3226ljan6f,0,1573.0,864.0,486.0
m0036f93wwq,0,2339.0,864.0,486.0
j3226y23x75,0,1199.0,864.0,486.0
q32296m7qg5,0,2139.0,598.0,486.0
n3226zfv14h,0,2253.0,864.0,486.0
y32295xnio7,0,1379.0,864.0,486.0
t3226e7v5v1,0,1028.0,864.0,486.0
k32283ymjqf,0,6069.0,864.0,486.0
r3230h71bht,0,478.0,486.0,524.0
a3226gv3mm9,0,1186.0,486.0,864.0
m32252m9w8c,0,2252.0,864.0,486.0
m3227z7ldca,0,11178.0,864.0,486.0
f32300wnfz6,0,1599.0,864.0,486.0
n32272zthq9,0,871.0,864.0,486.0
c3231csrvek,0,40187.0,864.0,486.0
l3227pgntcl,0,1920.0,864.0,486.0
r3229n96hkw,0,3428.0,864.0,482.0
q32315lkymj,0,1776.0,864.0,486.0
u32272r02vf,0,343.0,486.0,860.0
w3226rz3wwk,0,1373.0,486.0,834.0
c3228b0buw5,0,341.0,486.0,864.0
v3227x1f8kk,0,1247.0,864.0,486.0
d3231ahnpix,0,2456.0,864.0,486.0
h32316k1wu0,0,2482.0,864.0,486.0
u3226iykd4r,0,596.0,496.0,960.0
o3227ybxw04,0,2061.0,864.0,486.0
y3227008mzn,0,173.0,486.0,864.0
j32314c2ky0,0,344.0,486.0,858.0
t32310u6iq8,0,7134.0,864.0,486.0
d3231nt1bk4,0,4369.0,864.0,486.0
d3227438r4o,0,1092.0,864.0,486.0
i3231irre9l,0,4698.0,662.0,486.0
g3226qt7sgb,0,366.0,486.0,864.0
t3226a0jh5j,0,849.0,486.0,864.0
s3229t6a4z4,0,4162.0,864.0,486.0
c3226yu3z4w,0,990.0,864.0,486.0
z32281ixtq3,0,505.0,864.0,486.0
f3228e36l6l,0,4923.0,864.0,486.0
t32266imo0i,0,1101.0,864.0,486.0
b0036bgfavk,0,8010.0,864.0,486.0
v3231e5hxva,0,2377.0,864.0,486.0
w3230smhlh2,0,1449.0,864.0,486.0
b3230ev48jf,0,1640.0,864.0,486.0
r32253cm3s0,0,2101.0,864.0,486.0
a3226f6f84l,0,2003.0,864.0,486.0
u3227as1wh6,0,1357.0,864.0,486.0
v3227ip7awl,0,231.0,486.0,864.0
k3229lw0iqy,0,227.0,486.0,864.0
t32324gl2ax,0,3234.0,864.0,486.0
p3228varoc4,0,457.0,864.0,486.0
l3229xtg6vn,0,1275.0,864.0,486.0
l3231cja1se,0,2327.0,864.0,486.0
h3225trar7n,0,1627.0,864.0,486.0
d3225p1tw9w,0,1684.0,864.0,486.0
f3228x16y44,0,2217.0,864.0,486.0
q3230nggnl7,0,8263.0,864.0,484.0
b3226ajt5ap,0,876.0,864.0,486.0
d3228oj2ce1,0,1100.0,864.0,486.0
v32259dgviw,0,500.0,486.0,858.0
e322516zx3b,0,6681.0,864.0,486.0
j3228f9iil5,0,1673.0,486.0,864.0
l0036n1ifz8,0,7481.0,864.0,486.0
x3228ejpg87,0,1035.0,486.0,864.0
y32309pxcw7,0,2842.0,864.0,486.0
i3226pzle5m,0,875.0,864.0,486.0
u32270c83ee,0,2552.0,864.0,404.0
e3227c5edtk,0,13601.0,664.0,486.0
g3228wg0y74,0,3677.0,864.0,486.0
m3228eots9b,0,665.0,864.0,486.0
z3229duy5zi,0,13182.0,598.0,486.0
m3228c3rgg2,0,2426.0,864.0,486.0
u3228u35dl9,0,233.0,486.0,864.0
e32320uhmoj,0,291.0,486.0,864.0
y3227nsz7q1,0,4082.0,864.0,486.0
e3225vykrop,0,3476.0,864.0,486.0
k3228hyecs4,0,268.0,486.0,864.0
a3225az3rif,0,404.0,540.0,940.0
w322942ichc,0,1622.0,864.0,486.0
z3232jlq541,0,4929.0,864.0,486.0
t3225pxk189,0,1687.0,864.0,486.0
z322568g49m,0,390.0,864.0,486.0
s32299oabvh,0,8562.0,590.0,486.0
l3228x0xo7t,0,208.0,486.0,864.0
x322846km6h,0,318.0,486.0,864.0
s3229zzgg5s,0,2419.0,598.0,486.0
o3227advwbw,0,1076.0,864.0,486.0
n3232tocogz,0,1460.0,864.0,486.0
i3231imzm39,0,446.0,486.0,864.0
o3231cvev3e,0,5803.0,864.0,486.0
v3226syyulj,0,2759.0,864.0,486.0
y003655mbmw,0,266.0,864.0,486.0
z0036qby1e5,0,3416.0,864.0,486.0
y3227y29wq6,0,1069.0,864.0,486.0
b3229swt3th,0,917.0,864.0,486.0
