vid,score,w,h
v3216kme9fw,0,486.0,864.0
t3216omoiqq,0,864.0,486.0
a3216fnszbl,0,486.0,864.0
y32001jykhw,0,864.0,486.0
b00353xnnh1,0,864.0,486.0
t3216f3y6uf,0,864.0,486.0
l3216mi94l2,0,864.0,486.0
j3216107ajl,0,864.0,486.0
r3216yv2tmp,0,486.0,864.0
r3216k50q9r,0,864.0,486.0
g3216ou88cs,0,864.0,486.0
t3216j2qvj1,0,864.0,486.0
i3026sb4x5s,0,858.0,486.0
r3216gqkv3h,0,864.0,486.0
o3216jk77nj,0,864.0,476.0
f3216299sf0,0,486.0,858.0
s3216fi1hws,0,864.0,486.0
l32169wu40p,0,864.0,486.0
n3216a42499,0,864.0,486.0
e3216h97r63,0,486.0,864.0
z32161apydc,0,486.0,864.0
z321677216q,0,490.0,960.0
i3216n8paie,0,864.0,486.0
i321630hlhw,0,864.0,486.0
d3216ll5l84,0,864.0,486.0
i3216lpttzy,0,864.0,486.0
p3216zwz8sv,0,486.0,864.0
m3216kl4faz,0,540.0,960.0
t0035xsonwp,0,864.0,486.0
u3216l3fwbu,0,864.0,486.0
c3216uyh34f,0,864.0,486.0
e3216yba21k,0,864.0,486.0
f3203l3fsrm,0,1252.0,720.0
n3216aps9j5,0,486.0,864.0
h321626ju18,0,864.0,486.0
n3216ogsfl5,0,864.0,486.0
j32164rymxu,0,864.0,486.0
v00358ninyr,0,864.0,486.0
k063219ljrn,0,848.0,480.0
p0035rs3doc,0,864.0,486.0
x32165d3gfy,0,864.0,486.0
m3216b3h7se,0,540.0,960.0
b3215frdyl9,0,864.0,486.0
d3216p5m7oj,0,486.0,488.0
x3215ia32nm,0,864.0,486.0
a3216oyanss,0,752.0,486.0
p3216k0kvns,0,864.0,486.0
h3216rl7j04,0,864.0,486.0
c32160sr2bv,0,864.0,486.0
o3216yfsgjt,0,864.0,486.0
k3216g6bdgl,0,864.0,486.0
l32169qtnpj,0,486.0,864.0
k321670ekvl,0,864.0,486.0
t3216c9hrpu,0,486.0,864.0
d3216mdnizx,0,486.0,864.0
x3216kury1n,0,486.0,864.0
n321613o1p9,0,486.0,486.0
e3216muac7z,0,486.0,864.0
b32167ac64y,0,864.0,486.0
o3216iv85xy,0,540.0,870.0
e3216m6vch8,0,486.0,858.0
g32161i597h,0,864.0,486.0
q3216tkg9a5,0,864.0,486.0
c3216ez4pmb,0,864.0,486.0
i3216x7sudv,0,864.0,486.0
s32164yfvbx,0,864.0,486.0
y3216tvoobr,0,864.0,486.0
g3216sh5xk7,0,864.0,486.0
x3216ca07q3,0,864.0,486.0
x3216pijip4,0,864.0,486.0
z3216dduv5l,0,864.0,486.0
c3215jr02py,0,864.0,486.0
s3216pq3n8i,0,486.0,864.0
w3216yumf96,0,486.0,864.0
v00350r8dta,0,864.0,486.0
h3216k9dmq9,0,486.0,864.0
t3216b2ku5a,0,486.0,844.0
z3216rztlyd,0,486.0,864.0
q3216t8nuno,0,864.0,486.0
q3216lursco,0,864.0,486.0
e3216pj6oql,0,730.0,486.0
e3075tw60ad,0,864.0,486.0
q3216bflrfv,0,864.0,486.0
h3216qk7zkb,0,540.0,952.0
p32164o7nsa,0,540.0,960.0
e3216o9ciza,0,486.0,864.0
g32164f1mdr,0,486.0,864.0
o3216f5v4kg,0,864.0,486.0
r3216iq7v1t,0,864.0,486.0
y3216g2qmxl,0,486.0,834.0
a32167obywr,0,486.0,864.0
d3216reyros,0,864.0,486.0
i3216189b64,0,486.0,842.0
b3216kwe9hd,0,486.0,864.0
v3216fvk7hz,0,486.0,864.0
l3216wwtn1a,0,864.0,486.0
v3216os0ew2,0,486.0,864.0
v3216njlah1,0,486.0,864.0
g3216abzjxv,0,864.0,446.0
i3216kofije,0,540.0,954.0
s32168y0hdu,0,486.0,854.0
z3216df6mux,0,486.0,854.0
f3216102cvu,0,540.0,960.0
b3216110ydp,0,486.0,854.0
l32163w82az,0,540.0,960.0
d3216kq5p36,0,540.0,960.0
d321678on8w,0,486.0,864.0
s3216cn98d7,0,540.0,946.0
l3216dh3bgv,0,864.0,486.0
w3216tsv2jn,0,864.0,486.0
b3216wt1te4,0,486.0,864.0
i3216co3h0p,0,540.0,960.0
q32169270l2,0,864.0,484.0
y3216h84gus,0,864.0,486.0
v3216w87nws,0,486.0,864.0
c3216dal4nb,0,486.0,864.0
y32163t5ww5,0,864.0,486.0
e3216lp43wk,0,486.0,864.0
w32168bu86b,0,486.0,864.0
g3107owr2kt,0,864.0,486.0
t3216ejebsn,0,540.0,960.0
r3216o1vf8w,0,486.0,864.0
v3216sx58fc,0,486.0,864.0
p3216fwor2l,0,486.0,864.0
l3216fymazr,0,486.0,864.0
v09368ev48y,0,858.0,486.0
o3216neyykc,0,486.0,864.0
i32164soudl,0,540.0,960.0
i3216oyddfl,0,864.0,486.0
w3216vgrokn,0,864.0,486.0
j3203d1k1j2,0,1280.0,720.0
o321663hsxy,0,540.0,960.0
t3216cf8x8n,0,864.0,486.0
l3216873zhm,0,864.0,486.0
v3216w42uay,0,864.0,486.0
m3216tz1bxd,0,540.0,960.0
c3216cxaa0w,0,864.0,486.0
b3216b3z3vs,0,540.0,910.0
l3216on6p5h,0,864.0,486.0
n3201a32mpw,0,714.0,540.0
o3216vev8kw,0,540.0,960.0
h3216rdzwbq,0,864.0,486.0
m3216wlbecw,0,486.0,864.0
v3216cyf6bh,0,486.0,858.0
k3216gl57xz,0,864.0,486.0
t3216q7jtly,0,486.0,864.0
s3216o0vkpw,0,864.0,486.0
y3216fc2qdb,0,540.0,960.0
v3216fgr45k,0,540.0,960.0
a3216cvhro7,0,618.0,486.0
n3216zprj9d,0,540.0,960.0
k3216h3rhxd,0,486.0,864.0
a3216rb2xmz,0,540.0,952.0
t3216zz67hs,0,540.0,960.0
x32164ijiui,0,540.0,960.0
c321654ceu5,0,540.0,960.0
w3216hw11qq,0,864.0,486.0
x3216q1vlse,0,540.0,952.0
p3216qx223k,0,864.0,486.0
y32160syd1w,0,540.0,960.0
p32168c9e6e,0,540.0,960.0
p321632xwju,0,864.0,486.0
s3216non5mu,0,540.0,960.0
d3216wqj4xd,0,540.0,960.0
b3216eghks2,0,864.0,486.0
j3216n9g6zs,0,540.0,952.0
f32166vhyws,0,540.0,960.0
f3216gs2oau,0,480.0,864.0
o3216rcdlh5,0,864.0,486.0
w3216dcsa4e,0,540.0,952.0
q3216uo016v,0,540.0,960.0
h3216c443ye,0,540.0,960.0
s3216l8ab0y,0,540.0,960.0
s3216gqtv3l,0,540.0,960.0
m32161ca3rn,0,540.0,960.0
e3216z4njvy,0,846.0,486.0
h3216dszriw,0,540.0,952.0
v3216t100x8,0,540.0,952.0
v3216ybgegy,0,540.0,960.0
q3216errhqw,0,540.0,960.0
r3216cp3fgj,0,540.0,952.0
w3216q6yw22,0,540.0,952.0
n32161v3mkh,0,540.0,960.0
d321660qy9n,0,540.0,960.0
u3216f6b39e,0,540.0,952.0
s3216pp5r45,0,540.0,960.0
o32161l13az,0,540.0,960.0
s3216vmpa7v,0,540.0,960.0
i32160xmvhc,0,540.0,960.0
z3216lhsxiz,0,864.0,486.0
x3216e8ustp,0,864.0,486.0
p32166bfzyy,0,540.0,952.0
b3216b8cbkl,0,540.0,960.0
o3203qgv7vo,0,1280.0,720.0
e3216mahmcg,0,540.0,960.0
p3216410069,0,540.0,960.0
x3216lpbfpw,0,540.0,952.0
r3216pn8b38,0,540.0,960.0
e3216ei5cjr,0,540.0,952.0
z32161gyejj,0,540.0,960.0
t3203dvf7nx,0,1280.0,716.0
q3216px0rzg,0,540.0,960.0
n3216my5xw9,0,540.0,960.0
m3216ka55ki,0,540.0,960.0
d3216118pow,0,540.0,910.0
d3216sp5df0,0,540.0,960.0
a3216ds9lif,0,540.0,952.0
a3216491smf,0,540.0,952.0
f3216dpce3p,0,540.0,952.0
s3216bngfbp,0,864.0,486.0
b32165l8wek,0,540.0,960.0
t3216t4rtb4,0,540.0,960.0
p09464av3ff,0,864.0,486.0
t3216ecging,0,608.0,486.0
w321683sbet,0,540.0,960.0
b32166imfwm,0,540.0,960.0
y3216o1rled,0,864.0,486.0
o3216abkplx,0,540.0,960.0
p003591jpl8,0,864.0,486.0
i3202ac2q69,0,1280.0,720.0
e321662hjrr,0,486.0,858.0
z3216e1um4m,0,540.0,952.0
n3216z5p8si,0,540.0,960.0
w3216gv6ns1,0,540.0,960.0
q3216jsq8od,0,486.0,864.0
z3216j7wwe7,0,540.0,952.0
q3216kbs2k0,0,486.0,834.0
a32165ai3sp,0,540.0,960.0
x3216ct1b8a,0,540.0,960.0
p3216osonyz,0,486.0,864.0
a3216m3vwb1,0,486.0,858.0
q32162c4wr4,0,540.0,960.0
k32166980zq,0,486.0,864.0
v3216feetg8,0,486.0,864.0
k3216k38bhb,0,540.0,960.0
w3216h6hhwr,0,864.0,486.0
p32160f5700,0,864.0,486.0
f3216ccpzcx,0,864.0,486.0
r3216vmpqwb,0,540.0,940.0
o3216dt9em9,0,864.0,486.0
p3216dpuxcf,0,864.0,486.0
o3216jqpihb,0,864.0,486.0
v3216pxby8d,0,864.0,486.0
c3216ngehgm,0,486.0,858.0
a3216kucttm,0,486.0,864.0
p32167cx0vm,0,486.0,864.0
t3216tyghos,0,486.0,864.0
g3216e1szun,0,864.0,486.0
n3216l7ybkd,0,486.0,858.0
i3216mqeeud,0,864.0,486.0
s3216e9dtq4,0,864.0,486.0
m3216ya3hhh,0,864.0,486.0
d3216o71msk,0,486.0,864.0
d3216zskmlv,0,864.0,486.0
n3216txfusz,0,540.0,960.0
s3216as7shz,0,486.0,858.0
z32165isva6,0,864.0,486.0
t32167lwsm4,0,864.0,486.0
g3216f79pdf,0,486.0,864.0
n3216t2nvfh,0,486.0,858.0
n3216j5i9ln,0,486.0,864.0
t32161v71lg,0,864.0,486.0
p3216etdiy5,0,864.0,486.0
l32161i4pj4,0,486.0,864.0
r3216hiimd2,0,486.0,864.0
o3216b2yhm3,0,540.0,960.0
p3216ufimpe,0,486.0,864.0
d3216yglxae,0,864.0,486.0
m321615vdu2,0,486.0,858.0
j3216n83w9j,0,864.0,486.0
i3216h65ayx,0,486.0,864.0
k321658gzca,0,486.0,864.0
e32165jqhal,0,864.0,486.0
r3216eo6m7r,0,486.0,864.0
l321622790w,0,486.0,864.0
y3216sbzcc9,0,486.0,864.0
k321613xatv,0,486.0,858.0
m3216jmhvs9,0,486.0,858.0
b3216ef8re5,0,486.0,858.0
c3216z9ijmi,0,486.0,858.0
f3035pn8snk,0,864.0,486.0
j3216rnthgp,0,486.0,864.0
u3216ynl08a,0,864.0,486.0
a3216en7nu5,0,486.0,864.0
o3216n3m2xk,0,864.0,486.0
p3216uv4zp9,0,864.0,486.0
t3216ifyfuu,0,864.0,486.0
u3216be0m6y,0,864.0,486.0
l3216sskf8j,0,864.0,486.0
p3216nu2ro7,0,486.0,864.0
z3216aw16ea,0,608.0,486.0
s3216u4dx60,0,864.0,486.0
q32165kybz9,0,864.0,486.0
d3216ibfjpf,0,648.0,486.0
z32160aifhh,0,864.0,486.0
j3216hoaoqw,0,648.0,486.0
q3216v0bpai,0,864.0,486.0
w3216w1zbu5,0,486.0,864.0
d3216njqkzm,0,864.0,486.0
w3216c96iuu,0,864.0,486.0
r3216zbfjft,0,864.0,486.0
n3216wp3mid,0,864.0,486.0
x3216t59l5p,0,864.0,486.0
z32165oe2lb,0,864.0,486.0
b3216dhwram,0,864.0,486.0
y3216dg1rw1,0,758.0,486.0
y3216pd732z,0,608.0,486.0
x3216jw3jbw,0,568.0,486.0
u32163v8edz,0,864.0,486.0
t32161be4rk,0,648.0,486.0
v3216z01vgx,0,864.0,486.0
s0549q4iuje,0,848.0,480.0
q3216l8vs9y,0,648.0,486.0
f3216tlkvyq,0,486.0,864.0
j3216gsvzxg,0,864.0,486.0
v32166nkuls,0,864.0,486.0
d3216jl42rg,0,486.0,858.0
l3216vnt15o,0,864.0,486.0
q3216aug0ob,0,864.0,486.0
j3216oalcle,0,864.0,486.0
k3216d8ddl9,0,486.0,864.0
f3216o5igbc,0,486.0,864.0
s3216oe78x4,0,864.0,486.0
g3216k1b7zw,0,540.0,960.0
g3216rkw9c5,0,864.0,486.0
c3216qj63vt,0,864.0,486.0
i3216vjeq4e,0,486.0,594.0
f3216ahuyzz,0,486.0,834.0
m0035k6fb78,0,864.0,486.0
x3216l1jpmv,0,864.0,486.0
p32162q903j,0,864.0,486.0
i3216pyvzpy,0,486.0,864.0
s3216b1thtz,0,486.0,842.0
f3216nw0gqq,0,864.0,486.0
t32169eo1e3,0,864.0,486.0
o3216ehvol4,0,864.0,486.0
d32161316vd,0,864.0,486.0
s3216nzaj8j,0,486.0,864.0
y3216rjyudv,0,864.0,486.0
o3216ynvw48,0,864.0,486.0
b3216hzp1gh,0,864.0,486.0
z32161mc01b,0,864.0,486.0
a094502oyrr,0,864.0,486.0
m321634uq7u,0,864.0,486.0
i3216zf1gf9,0,864.0,486.0
r3216cjseqk,0,864.0,486.0
u3215m8czb2,0,486.0,846.0
k0556u7rhk0,0,848.0,480.0
g3216udhruu,0,864.0,486.0
d3216wzkhg4,0,864.0,486.0
w3216p82gcd,0,864.0,486.0
l3216gtse4h,0,864.0,486.0
e32159xqv78,0,864.0,486.0
a3205tdzz0r,0,864.0,486.0
p3216gd2oln,0,864.0,486.0
n3216tzdlrc,0,864.0,486.0
c32160rgkmz,0,864.0,486.0
b3216lg400d,0,864.0,486.0
r3153op7kmr,0,864.0,486.0
m32160qxqvg,0,496.0,960.0
c3216pn1732,0,446.0,864.0
f321585i4yo,0,864.0,486.0
z3215a8z1zp,0,486.0,864.0
g3216mhn6r8,0,864.0,486.0
g3216uuh1rc,0,864.0,486.0
l3216d7gsrm,0,864.0,486.0
z3216ihun5r,0,864.0,486.0
c3216cqt5wk,0,864.0,486.0
h3216lazzca,0,730.0,486.0
e3216io1jnw,0,864.0,476.0
p3216t4uqiq,0,864.0,486.0
v3216nvyni1,0,864.0,486.0
b3216k9g3gn,0,864.0,486.0
y3216fgbhib,0,540.0,960.0
q3215dmg6wv,0,486.0,864.0
e1436t0lw6c,0,864.0,486.0
y1436wrl0j0,0,864.0,486.0
m3215f8yxax,0,648.0,486.0
q3215xy1jxk,0,540.0,862.0
n3215lcayzp,0,864.0,486.0
u3215mi8abl,0,486.0,864.0
c321464ovfv,0,486.0,858.0
u3214ohe1b0,0,486.0,858.0
p3214dhkc7x,0,486.0,858.0
q3214lchw9e,0,486.0,858.0
d0744bew80d,0,848.0,480.0
m32148ivylh,0,486.0,844.0
t3215ldi0kl,0,864.0,486.0
x3215tiiohf,0,864.0,486.0
a3215wy4k5s,0,864.0,486.0
p3215sz14xk,0,864.0,486.0
n0035h5z0wv,0,864.0,486.0
j3215tyw4yj,0,486.0,864.0
e3215ahqlga,0,864.0,482.0
a32155ewi48,0,486.0,864.0
m32150zwmsv,0,540.0,960.0
o3215pc83fr,0,486.0,864.0
r3215cxzq39,0,864.0,486.0
o3215fpp7yr,0,486.0,490.0
d3215eb2u5d,0,608.0,486.0
k32153t87bs,0,864.0,486.0
w32157empn7,0,864.0,486.0
w3215go176c,0,858.0,486.0
b32156mkxf3,0,864.0,486.0
z3215rf71f7,0,858.0,486.0
f3215lkriot,0,858.0,486.0
r3215pct8pt,0,858.0,486.0
h3215qf82xh,0,858.0,486.0
k3215s0vjaz,0,864.0,486.0
a3215pftq19,0,864.0,486.0
w3215t319lo,0,662.0,486.0
s32158i3xl0,0,864.0,486.0
o32157zldaz,0,864.0,486.0
h32158ui10j,0,864.0,486.0
u32153u90gm,0,540.0,960.0
h3215bbs0m7,0,864.0,486.0
t3215ywupv4,0,864.0,486.0
j3215legx78,0,864.0,486.0
o0870t0f1d9,0,864.0,486.0
i3215vnmsyj,0,864.0,486.0
y3215ofmgq9,0,486.0,864.0
g3215rsn7gy,0,486.0,864.0
w32154xdqer,0,864.0,486.0
u3215mm7gfp,0,486.0,846.0
b3215ud8ovi,0,486.0,864.0
n3215aomeg7,0,486.0,864.0
m3215hhc6y6,0,486.0,864.0
g3215gktwls,0,486.0,864.0
o3215wzl478,0,486.0,864.0
u321552uvgg,0,486.0,864.0
b3215wb90ed,0,864.0,486.0
p32153je9b3,0,864.0,486.0
p3215lu5mn4,0,486.0,864.0
c05185yb0vp,0,848.0,480.0
e32156dp83i,0,486.0,858.0
e3215n3bivu,0,486.0,864.0
j3215rq90n6,0,486.0,864.0
p3215pqk2mo,0,864.0,486.0
b3215xwyfee,0,486.0,846.0
p3215tut5hq,0,486.0,858.0
j3215joimdo,0,486.0,864.0
d32152hhu9d,0,486.0,858.0
l3215tdg7dm,0,486.0,864.0
l3215qszqtb,0,486.0,864.0
z3215ca1l53,0,486.0,864.0
r0877rcd7z5,0,864.0,486.0
j3215tppxib,0,486.0,864.0
z32157397cj,0,540.0,960.0
a3215325uol,0,864.0,486.0
h3215wit8g2,0,540.0,960.0
m3215xvemj3,0,864.0,486.0
p3215kbchak,0,864.0,486.0
c3215mcmt9c,0,864.0,486.0
b32158kx558,0,730.0,486.0
l0035cp70k0,0,864.0,486.0
j3215zwv5yi,0,864.0,486.0
c3215yxch44,0,486.0,834.0
w3215wl9ty6,0,864.0,486.0
x3215tm25j7,0,864.0,486.0
h3215j453x1,0,864.0,486.0
m32157elrcc,0,864.0,486.0
b3215ngalay,0,864.0,486.0
j3215l9adhg,0,864.0,486.0
w32159vyaax,0,864.0,486.0
c3215vq0dka,0,864.0,486.0
i3215gi70dh,0,860.0,486.0
c32154cegnz,0,864.0,486.0
p3077iwcj3b,0,542.0,486.0
o3215zvd2jb,0,864.0,486.0
z3215i0tbhy,0,864.0,486.0
j32157gj6ry,0,864.0,486.0
q3215kfcl4k,0,540.0,540.0
i0035vpwbhp,0,864.0,486.0
b0501pska9j,0,848.0,480.0
a3215gfhu1t,0,486.0,864.0
z321523xzqx,0,864.0,486.0
n3215s34hd2,0,864.0,486.0
e07514z7bib,0,864.0,486.0
a3215ecdx4d,0,486.0,864.0
u32151d2lvq,0,864.0,486.0
y32157j0urq,0,486.0,834.0
j3215405tbw,0,864.0,486.0
z3215zi9gpl,0,864.0,486.0
q3215dijfdu,0,486.0,858.0
a3215vr0fh2,0,864.0,486.0
u32152ec3s5,0,486.0,864.0
j3215zso8jj,0,486.0,858.0
j3215zp96nw,0,864.0,486.0
n3215u71p6l,0,864.0,486.0
i3215pwcpd3,0,486.0,864.0
b3215o3h9tp,0,486.0,858.0
l3215gzgo53,0,864.0,486.0
b3215j9lmaf,0,864.0,486.0
i3215vsv9su,0,864.0,486.0
t3215tfq76a,0,864.0,484.0
g3215lcoxjo,0,864.0,486.0
t3215vugs6v,0,864.0,486.0
w3215d9ua4v,0,486.0,864.0
d3215x4teht,0,486.0,864.0
u3215cyzd02,0,864.0,486.0
x3215x7l43g,0,864.0,486.0
o32151vk1gh,0,864.0,486.0
k32153nyrn7,0,864.0,486.0
b3215z6hgle,0,864.0,486.0
m32158n0ysp,0,864.0,486.0
i32152c6qqo,0,864.0,446.0
r3215m7u3af,0,864.0,486.0
n32159wsred,0,864.0,486.0
o321522y3hc,0,864.0,486.0
o321534y860,0,864.0,486.0
i321518zmbv,0,864.0,486.0
l3215eg3ar1,0,864.0,486.0
n32154n5h6q,0,816.0,486.0
i3215t15o6b,0,864.0,486.0
y3215bub8pm,0,864.0,486.0
h3215gabr86,0,864.0,486.0
c32154l3mms,0,486.0,858.0
e3215wvm5c7,0,864.0,486.0
z3215yzkvhh,0,486.0,864.0
g3215z01d6u,0,864.0,486.0
l32155s42go,0,864.0,486.0
r32154i3f88,0,864.0,486.0
a3215fafvac,0,486.0,864.0
l3215szb6f5,0,864.0,486.0
b321585nb5t,0,864.0,486.0
n3215aypwuj,0,540.0,960.0
g3215lj7zh3,0,864.0,486.0
g32159vt9k5,0,540.0,954.0
c32159qgq7l,0,864.0,486.0
d3215oah213,0,486.0,864.0
l3215nqnpi2,0,486.0,864.0
i32158dccjz,0,486.0,864.0
v3215upsv4n,0,864.0,486.0
g3215szcdwp,0,864.0,486.0
k3215ur4u3v,0,486.0,864.0
s3215s04cfi,0,864.0,486.0
u32150fewi6,0,864.0,486.0
q3215ocoo8y,0,864.0,486.0
m3215fna188,0,486.0,858.0
j3215fxje1o,0,864.0,486.0
o32158hjwq1,0,864.0,486.0
i3215largtw,0,864.0,486.0
l3215gxdv33,0,486.0,864.0
q3200xc465z,0,864.0,486.0
d32150er2t4,0,486.0,864.0
s3215svw38z,0,486.0,864.0
y3215re1tkx,0,864.0,486.0
z3215mtygd6,0,486.0,864.0
c32159bmibk,0,864.0,486.0
a32150vxt4i,0,486.0,864.0
z321504rzoz,0,864.0,486.0
l3215j3b847,0,532.0,960.0
b321589szi8,0,486.0,864.0
h32151meoit,0,486.0,644.0
o3215ra2u02,0,864.0,486.0
j0607so07x9,0,848.0,480.0
e321519dpzl,0,864.0,486.0
m3215jlf3lc,0,486.0,864.0
e3215ahhha3,0,486.0,864.0
n3215eic9pq,0,864.0,486.0
t3215w6nmiu,0,864.0,486.0
l321528j49s,0,864.0,486.0
k321504g29q,0,864.0,486.0
w3215hpglqk,0,864.0,486.0
c3162i791qw,0,846.0,486.0
b3215wymdby,0,540.0,960.0
k3215edsllp,0,940.0,540.0
k3215hmgbdo,0,864.0,486.0
b32151s0d3g,0,486.0,864.0
d3215tev0tt,0,864.0,486.0
t3200n21lq6,0,486.0,864.0
v32159btova,0,864.0,486.0
t3215925ph5,0,864.0,486.0
d0676s82gze,0,848.0,464.0
d3215xtezbq,0,864.0,486.0
t3215tr1riu,0,540.0,960.0
o3215mlx9nu,0,540.0,952.0
k3215t5wqzw,0,864.0,486.0
c321508ru63,0,864.0,486.0
j3215glyxbg,0,486.0,864.0
n30475hihxs,0,864.0,486.0
p3215av9j8o,0,864.0,486.0
l32158vy8fs,0,864.0,486.0
e32151h6t7g,0,540.0,960.0
m1436pzfsnd,0,754.0,486.0
g3215hun99q,0,864.0,486.0
y3215toqcr6,0,864.0,486.0
x3215qgk9tr,0,540.0,960.0
l3215zfyuxj,0,864.0,486.0
k3215x0xc3o,0,864.0,486.0
a3215yhpf3h,0,864.0,486.0
c3215vwj1bo,0,486.0,858.0
q3215qunvb4,0,486.0,648.0
z32155hdzhg,0,486.0,858.0
e0035f3xirf,0,864.0,486.0
z3215dqkjqe,0,486.0,858.0
g3215r4plua,0,864.0,486.0
m3215onipau,0,486.0,864.0
n0035hqnqro,0,864.0,486.0
d1436ozsdun,0,864.0,486.0
b3215hee4wp,0,540.0,960.0
e32157w78if,0,864.0,486.0
k32151o5m4q,0,864.0,486.0
y32151m9ap0,0,864.0,486.0
o3215gi7xlf,0,864.0,486.0
y3215q9dx4x,0,864.0,486.0
e1436aaomkv,0,864.0,486.0
m321511qtpa,0,864.0,486.0
x3215h9f5e6,0,864.0,486.0
t3215eo2qiy,0,864.0,486.0
b0521h7berd,0,848.0,480.0
f3215o09kze,0,864.0,486.0
a3215vmpt6z,0,486.0,858.0
y32158gmqii,0,486.0,486.0
v3214o76s7c,0,864.0,486.0
n3215qw27ig,0,864.0,486.0
n3215ev5y62,0,486.0,858.0
b0371drs100,0,848.0,480.0
v3215fdx12n,0,864.0,486.0
e3215qmcvgk,0,864.0,486.0
h0035jnj12w,0,864.0,486.0
c321580kh7a,0,486.0,864.0
i3215umtrga,0,486.0,864.0
g3215o6ueun,0,486.0,864.0
d0035j4trid,0,864.0,486.0
p321585tsnd,0,486.0,858.0
d3215ioplor,0,486.0,858.0
a3215hhxmyv,0,864.0,486.0
b0035l68en8,0,486.0,554.0
h3215c0mojs,0,486.0,858.0
r3215c5c9uc,0,864.0,486.0
n32156idlsv,0,864.0,486.0
f3215g0xzih,0,486.0,864.0
o3215lf6eti,0,486.0,858.0
f3215c3vl0n,0,540.0,960.0
l3215lga71a,0,486.0,864.0
j3215j9087e,0,486.0,844.0
u3151vr0ww0,0,864.0,486.0
m32159dyrls,0,864.0,486.0
b3215awi8yo,0,864.0,486.0
b3215z8hgwd,0,486.0,864.0
c00350wokmj,0,864.0,486.0
l3215t3t7ci,0,486.0,864.0
g31657bayqj,0,864.0,486.0
z3215ipkdn1,0,864.0,486.0
s3215m5918q,0,540.0,960.0
s3215u7j32h,0,864.0,486.0
i3214fa1y13,0,864.0,486.0
d32153snsx2,0,858.0,486.0
e3215cr6864,0,864.0,486.0
g3215xbu67u,0,482.0,864.0
s3215s97oyg,0,486.0,864.0
c3215lscpho,0,864.0,486.0
a3215656b3c,0,864.0,486.0
f3215e9mwt3,0,864.0,486.0
f0837d9m5rz,0,864.0,438.0
f3215c418vc,0,648.0,486.0
j32153hyiqk,0,486.0,864.0
h3214yljuqj,0,864.0,486.0
u3215qgxj9f,0,864.0,486.0
m3215kf8012,0,864.0,486.0
h3215syo438,0,864.0,486.0
m3215zr1893,0,864.0,486.0
x3215pr1kvx,0,864.0,486.0
v32140xfqvv,0,486.0,864.0
g3214nkyu9t,0,864.0,486.0
v3215hmbwb9,0,480.0,864.0
u3215tjsh5a,0,864.0,486.0
t1436jr7n32,0,864.0,486.0
b3214ire467,0,486.0,864.0
d32151banv9,0,486.0,864.0
l3215p8an1h,0,486.0,864.0
f0704ose3ls,0,864.0,486.0
k3214miihdw,0,864.0,486.0
s3214dei5wh,0,486.0,858.0
p3214lael4m,0,486.0,858.0
s0035sl8rli,0,864.0,486.0
t3214bn6fne,0,864.0,486.0
z3162rv16zp,0,864.0,482.0
j32147er30r,0,864.0,486.0
f3214lnx6s4,0,486.0,858.0
c32133t2c87,0,480.0,864.0
p3214uftrmd,0,864.0,486.0
t3214jinoww,0,486.0,858.0
h3163ohpyzj,0,864.0,486.0
q32143zjjh3,0,486.0,864.0
t3214ldqcta,0,486.0,864.0
u3214oylz1w,0,864.0,486.0
q32148mkvlt,0,864.0,486.0
n32147zcoro,0,486.0,864.0
u3214weslu9,0,486.0,864.0
h3214texsy9,0,486.0,864.0
f3214dlvzop,0,730.0,486.0
u3214bwvv4l,0,864.0,486.0
y3214xi5jqd,0,486.0,864.0
u32149ic2lj,0,864.0,486.0
y3214it944a,0,864.0,486.0
h0504fsxzxw,0,848.0,480.0
h3214nlfcrj,0,864.0,486.0
k3214ojhrw2,0,486.0,864.0
z3214s2pwhv,0,486.0,864.0
x32140ghlyr,0,486.0,864.0
x3214yh9nr5,0,864.0,486.0
g3214x522iz,0,864.0,486.0
u3214qic32q,0,864.0,486.0
o32147isdsa,0,864.0,486.0
p321498x2w0,0,486.0,864.0
z3214f120ca,0,864.0,486.0
h3214pqaih7,0,864.0,486.0
c3214ahlcqk,0,864.0,486.0
e3214ivpldh,0,486.0,864.0
x3214bvlgaj,0,482.0,864.0
b3214j5vr19,0,864.0,486.0
n3214kna048,0,864.0,486.0
n32145yb2w3,0,486.0,864.0
k06914ghpg1,0,848.0,480.0
f3214bl12g2,0,486.0,648.0
o3214uoj41y,0,486.0,864.0
l32144oxl2k,0,864.0,486.0
z3214hi3z01,0,486.0,858.0
s32142rcrvc,0,864.0,486.0
j3214o98q9b,0,486.0,864.0
b3214fjj3fk,0,486.0,858.0
u3214xudghb,0,540.0,960.0
g3214vv7g1o,0,486.0,864.0
g3214hqbwtr,0,486.0,858.0
q3214x1qouu,0,486.0,856.0
r3214cg3yut,0,486.0,864.0
c3214z2fgdl,0,486.0,864.0
o3214ao0hn5,0,864.0,486.0
e32148159pd,0,486.0,858.0
c3214nzcj48,0,486.0,858.0
n3214bfs01n,0,486.0,850.0
t3214lwoust,0,486.0,858.0
o3214aaclj8,0,864.0,486.0
h32146mtt6o,0,864.0,486.0
z32146vbjfj,0,864.0,486.0
r3221yfurmq,0,864.0,486.0
m0035i432qx,0,864.0,486.0
j321425280b,0,864.0,486.0
i3214qurpsi,0,486.0,864.0
